PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor
1889637,"Jedrzejewski, Felix [fje] [0000-0001-7090-2753] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Thode, Lukas [lto] [0000-0002-8674-657X] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Fischbach, Jannik (Netlight Consulting GmbH, Germany);Gorschek, Tony [tgo] [0000-0002-3646-235x] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Lavesson, Niklas [nla] [0000-0002-0535-1761] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Adversarial Machine Learning in Industry : A Systematic Literature Review,"Artikel, forskningsöversikt",Refereegranskat,eng,Computers & Security,0167-4048,1872-6208,published,145,,,,,2024,,,,Elsevier,,,,,,,10.1016/j.cose.2024.103988,1290393300001,,2-s2.0-85200501059,urn:nbn:se:bth-26820,,,Adversarial machine learning;Industry;Relevance;Rigor;State of evidence;Industrial research;Building blockes;Machine learning models;Machine-learning;Product and services;Relevance score;Systematic literature review;Machine learning,Programvaruteknik (10205),,,,"<p>Adversarial Machine Learning (AML) discusses the act of attacking and defending Machine Learning (ML) Models, an essential building block of Artificial Intelligence (AI). ML is applied in many software-intensive products and services and introduces new opportunities and security challenges. AI and ML will gain even more attention from the industry in the future, but threats caused by already-discovered attacks specifically targeting ML models are either overseen, ignored, or mishandled. Current AML research investigates attack and defense scenarios for ML in different industrial settings with a varying degree of maturity with regard to academic rigor and practical relevance. However, to the best of our knowledge, a synthesis of the state of academic rigor and practical relevance is missing. This literature study reviews studies in the area of AML in the context of industry, measuring and analyzing each study's rigor and relevance scores. Overall, all studies scored a high rigor score and a low relevance score, indicating that the studies are thoroughly designed and documented but miss the opportunity to include touch points relatable for practitioners. © 2024 The Author(s)</p>",,,,,,,,,,,,,2024-08-16,2024-08-16,2025-08-28,https://bth.diva-portal.org/smash/get/diva2:1889637/FULLTEXT01.pdf,KK-stiftelsen [20180010],6,,deprecated,,,,,103988,true,true,,
1498870,"Kabir, Md Alamgir (City University of Hong Kong, HKG);Keung, Jacky Wai (City University of Hong Kong, HKG);Bennin, Kwabena Ebo [ebk] [0000-0001-9140-9271] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Zhang, Miao (City University of Hong Kong, HKG)",A Drift Propensity Detection Technique to Improve the Performance for Cross-Version Software Defect Prediction,Konferensbidrag,Refereegranskat,eng,,,,,,,"Proceedings - 2020 IEEE 44th Annual Computers, Software, and Applications Conference, COMPSAC 2020",882,891,2020,,,,Institute of Electrical and Electronics Engineers Inc.,,,,9781728173030,,,10.1109/COMPSAC48688.2020.0-154,629086600115,,2-s2.0-85094120485,urn:nbn:se:bth-20668,,,cross-version defect prediction;drift propensity;software defect prediction;streaming data;two-window-based data distributions;Application programs;Defects;Deterioration;Forecasting;Information management;Data distribution;Data management techniques;Defect prediction;Pair-wise comparison;Potential effects;Prediction performance;Subset selection;Predictive analytics,Datavetenskap (datalogi) (10201),,,,"<p>In cross-version defect prediction (CVDP), historical data is derived from the prior version of the same project to predict defects of the current version. Recent studies in CVDP focus on subset selection to deal with the changes of the data distributions. No prior study has focused on training data arriving in streaming fashion across the versions where the significant differences between versions make the prediction unreliable. We refer to this situation as Drift Propensity (DP). By identifying DP, necessary steps can be taken (e.g., updating or retraining the model) to improve the prediction performance. In this paper, we investigate the chronological defect datasets and identify DP in the datasets. The no-memory data management technique is employed to manage the data distributions and a DP detection technique is proposed. The idea behind the proposed DP detection technique is to monitor the algorithm's error-rate. The DP detector triggers DP, warning, and control flags to take necessary steps. The proposed technique is significantly superior in identifying the distribution differences (p-value &lt; 0.05). The DP's identified in the data distributions achieve large effect sizes (Hedges' g ≥ 0.80) during the pair-wise comparisons. We observe that if the error-rate exponentially increases, it causes DP, resulting in prediction performance deterioration. We thus recommend researches and practitioners to address DP in the chronological datasets. Due to its potential effects in the datasets, the prediction models could be enhanced to get the best results in CVDP. © 2020 IEEE.</p>",,,,,,,,,,,,,2020-11-05,2020-11-05,2021-04-30,,,4,,deprecated,,publishedPaper,"44th IEEE Annual Computers, Software, and Applications Conference, COMPSAC 2020, Virtual, Madrid, Spain; 13 July 2020 through 17 July 2020",,9202527,true,,,
1992016,"Kalinowski, Marcos (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Mendez, Daniel [dmz] [0000-0003-0619-6027] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Giray, Görkem (Independent Researcher, Turkey);Santos Alves, Antonio Pedro (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Azevedo, Kelly (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Escovedo, Tatiana (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Villamizar, Hugo (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Lopes, Helio (Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil);Baldassarre, Teresa (University of Bari, Italy);Wagner, Stefan (Technical University of Munich (TUM), Germany);Biffl, Stefan (Vienna University of Technology (TUW), Austria);Musil, Jürgen (Vienna University of Technology (TUW), Austria);Felderer, Michael (German Aerospace Center (DLR), Germany);Lavesson, Niklas [nla] [0000-0002-0535-1761] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Gorschek, Tony [tgo] [0000-0002-3646-235x] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Naming the Pain in machine learning-enabled systems engineering,Artikel i tidskrift,Refereegranskat,eng,Information and Software Technology,0950-5849,1873-6025,published,187,,,,,2025,,,,Elsevier,,,,,,,10.1016/j.infsof.2025.107866,,,2-s2.0-105012821054,urn:nbn:se:bth-28543,,,Machine learning-enabled system;Survey;Systems engineering;Computer programming;Learning systems;Machine learning;Software engineering;Academic research;Current practices;Current status;Engineering machines;Machine-learning;Operational process;Product process;Qualitative analysis;Status quo;Life cycle,Programvaruteknik (10205),,,,"<p>Context: Machine learning (ML)-enabled systems are being increasingly adopted by companies aiming to enhance their products and operational processes.</p><p>Objective: This paper aims to deliver a comprehensive overview of the current status quo of engineering ML-enabled systems and lay the foundation to steer practically relevant and problem-driven academic research.</p><p>Method: We conducted an international survey to collect insights from practitioners on the current practices and problems in engineering ML-enabled systems. We received 188 complete responses from 25 countries. We conducted quantitative statistical analyses on contemporary practices using bootstrapping with confidence intervals and qualitative analyses on the reported problems using open and axial coding procedures.</p><p>Results: Our survey results reinforce and extend existing empirical evidence on engineering ML-enabled systems, providing additional insights into typical ML-enabled systems project contexts, the perceived relevance and complexity of ML life cycle phases, and current practices related to problem understanding, model deployment, and model monitoring. Furthermore, the qualitative analysis provides a detailed map of the problems practitioners face within each ML life cycle phase and the problems causing overall project failure.</p><p>Conclusions: The results contribute to a better understanding of the status quo and problems in practical environments. We advocate for the further adaptation and dissemination of software engineering practices to enhance the engineering of ML-enabled systems. </p>",,,,,,,,,,,,,2025-08-26,2025-08-26,2025-08-26,https://bth.diva-portal.org/smash/get/diva2:1992016/FULLTEXT01.pdf,Europeiska kommissionen [2022T2E39C];KK-stiftelsen [20180010],15,,deprecated,,,,,107866,true,true,,
1387966,"Karras, Oliver (Gottfried Wilhelm Leibniz Universität, DEU);Schneider, Kurt (Gottfried Wilhelm Leibniz Universität, DEU);Fricker, Samuel [sfr] [0000-0001-7368-4448] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Representing software project vision by means of video : A quality model for vision videos,Artikel i tidskrift,Refereegranskat,eng,Journal of Systems and Software,0164-1212,1873-1228,published,162,,,,,2020,,,,Elsevier Inc.,,,,,https://arxiv.org/abs/1911.10400,,10.1016/j.jss.2019.110479,515427800006,,2-s2.0-85077532554,urn:nbn:se:bth-19139,,,Production;Quality characteristic;Quality model;Video;Vision;Vision video;Mapping;Video recording;Hierarchical decompositions;Literature reviews;Overall quality;Quality modeling;Software project;Video production;Quality control,Programvaruteknik (10205),,,<p>open access</p>,"<p>Establishing a shared software project vision is a key challenge in Requirements Engineering (RE). Several approaches use videos to represent visions. However, these approaches omit how to produce a good video. This missing guidance is one crucial reason why videos are not established in RE. We propose a quality model for videos representing a vision, so-called vision videos. Based on two literature reviews, we elaborate ten quality characteristics of videos and five quality characteristics of visions which together form a quality model for vision videos that includes all 15 quality characteristics. We provide two representations of the quality model: (a) a hierarchical decomposition of vision video quality into the quality characteristics and (b) a mapping of these characteristics to the video production and use process. While the hierarchical decomposition supports the evaluation of vision videos, the mapping provides guidance for video production. In an evaluation with 139 students, we investigated whether the 15 characteristics are related to the overall quality of vision videos perceived by the subjects from a developer's the point of view. Six characteristics (video length, focus, prior knowledge, clarity, pleasure, and stability) correlated significantly with the likelihood that the subjects perceived a vision video as good. These relationships substantiate a fundamental relevance of the proposed quality model. Therefore, we conclude that the quality model is a sound basis for future refinements and extensions. © 2019 Elsevier Inc.</p>",,,,,,,,,,,,,2020-01-23,2020-01-23,2021-10-08,,,3,,deprecated,,,,,110479,true,true,,
1933436,"Kaya, M. Cagri (Chalmers University of Technology);Bouraffa, Tayssir (Chalmers University of Technology);Wnuk, Krzysztof [krw] [0000-0003-3567-9300] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Extracting Driving Styles from Automotive Sensor Data to Develop Personas,Konferensbidrag,Refereegranskat,eng,,,,,,,UBMK 2024 - Proceedings: 9th International Conference on Computer Science and Engineering,1076,1079,2024,,,,Institute of Electrical and Electronics Engineers (IEEE),,,,9798350365887,,,10.1109/UBMK63289.2024.10773569,,,2-s2.0-85215524794,urn:nbn:se:bth-27418,,,Automotive sensor data;clustering;driving styles;event detection;persona development;Automotive applications;Automotive sensors;Clusterings;Driving behaviour;Driving events;Events detection;Sensors data,Programvaruteknik (10205),,,,"<p>Creating accurate and insightful personas for automotive applications requires understanding the diverse driving styles that emerge from sensor data. This paper introduces initial results of our methodology for developing personas based on the analysis of automotive sensor data, which captures various driving behaviors. We present a comprehensive process that begins with the extraction of driving events from sensor data, followed by the identification of distinct driving styles through K-Means clustering. Our approach is innovative in its use of dynamic, real-world driving data as opposed to static or direct user interaction data commonly employed in persona development. This allows for a deeper understanding of driver behaviors, which are indirectly inferred from sensor data, thus providing a foundation for creating detailed personas. © 2024 IEEE.</p>",,,,,,,,,,,,,2025-01-31,2025-01-31,2025-01-31,,"EU, Horisont Europa [101069573]",3,,deprecated,,publishedPaper,"9th International Conference on Computer Science and Engineering, UBMK 2024, Antalya, Oct 26-28, 2024",,,true,,,
1942938,"Khanna, Dron (Free University Bozen Bolzano, Italy);Edison, Henry [hed] [0000-0002-9494-8059] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Nguyen-Duc, Anh (University South Eastern Norway, Norway);Kemell, Kai-Kristian (University Helsinki, Finland)",Software Companies' Responses to Hybrid Working,Konferensbidrag,Refereegranskat,eng,,,,,,,"Proceedings of the Euromicro Conference on Software Engineering and Advanced Applications, EUROMICRO-SEAA",244,251,2024,,,,Institute of Electrical and Electronics Engineers (IEEE),Euromicro Conference on Software Engineering and Advanced Applications,2640-592X,,9798350380279;9798350380262,https://arxiv.org/abs/2407.14857,,10.1109/SEAA64295.2024.00045,1413352200035,,2-s2.0-85218628929,urn:nbn:se:bth-27584,,,Flexible work;Hybrid Work;Remote work;Work From Home (WFH);Online Work,Programvaruteknik (10205);Arbetslivsstudier (50903),,,,"<p>[Context]: The COVID-19 pandemic has disrupted the global market and workplace landscape. As a response, hybrid work situations have become popular in the software business sector. This way of working has an impact on software companies.</p><p>[Objective]: This study investigates software companies' responses to hybrid working. [Method]: We conducted a large-scale survey to achieve our objective. Our results are based on a qualitative analysis of 124 valid responses.</p><p>[Results]: The main result of our study is a taxonomy of software companies' impacts on hybrid working at individual, team and organisation levels. We found higher positive responses at individual and organisational levels than negative responses. At the team level, both positive and negative impacts obtained a uniform number of responses.</p><p>[Conclusion]: The results indicate that hybrid working became credible with the wave of COVID-19, with 83 positive responses outweighing the 41 negative responses. Software company respondents witnessed better work-life balance, productivity, and efficiency in hybrid working.</p>",,,,,,,,,,,,,2025-03-07,2025-03-07,2025-03-07,,ELLIIT - The Linköping‐Lund Initiative on IT and Mobile Communications,4,,deprecated,,publishedPaper,"50th Euromicro Conference on Software Engineering and Advanced Applications, Paris, AUG 28-30, 2024",,,true,true,,
1658028,"Klotins, Eriks [ekx] [0000-0002-1987-2234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Gorschek, Tony [tgo] [0000-0002-3646-235x] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805])",Continuous Software Engineering in the Wild,Konferensbidrag,Refereegranskat,eng,,,,,,,Software Quality : The Next Big Thing in Software Engineering and Quality,3,12,2022,,,,Springer,Lecture Notes in Business Information Processing ; 439,18651348,18651356,9783031041143,https://arxiv.org/pdf/2203.12409.pdf,,10.1007/978-3-031-04115-0_1,873371100001,,2-s2.0-85128901727,urn:nbn:se:bth-22909,,,Continuous integration and delivery;Continuous software engineering;Process improvement,Programvaruteknik (10205),,,,"<p>Software is becoming a critical component of most products and organizational functions. The ability to continuously improve software determines how well the organization can respond to market opportunities. Continuous software engineering promises numerous advantages over sprint-based or plan-driven development. However, implementing a continuous software engineering pipeline in an existing organization is challenging. In this invited position paper, we discuss the adoption challenges and argue for a more systematic methodology to drive the adoption of continuous engineering. Our discussion is based on ongoing work with several industrial partners as well as experience reported in both state-of-practice and state-of-the-art. We conclude that the adoption of continuous software engineering primarily requires analysis of the organization, its goals, and constraints. One size does not fit all purposes, meaning that many of the principles behind continuous engineering are relevant for most organizations, but the level of realization and the benefits may still vary. The main hindrances to continuous flow of software arise from sub-optimal organizational structures and the lack of alignment. Once those are removed, the organization can implement automation to further improve the software delivery. © 2022, Springer Nature Switzerland AG.</p>",,,,,,,,,,,,,2022-05-13,2022-05-13,2022-11-10,,,2,,deprecated,,publishedPaper,"14th International Conference on Software Quality, SWQD 2022, Vienna, 17 May 2022 through 19 May 2022",,,true,true,,
1691652,"Klotins, Eriks [ekx] [0000-0002-1987-2234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Gorschek, Tony [tgo] [0000-0002-3646-235x] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Sundelin, Katarina (Ericsson AB Karlskrona, SWE);Falk, Erik (Telia Co Uppsala, SWE)",Towards cost-benefit evaluation for continuous software engineering activities,Artikel i tidskrift,Refereegranskat,eng,Empirical Software Engineering,1382-3256,1573-7616,published,27,6,,,,2022,,,,SPRINGER,,,,,,,10.1007/s10664-022-10191-w,841240000001,,2-s2.0-85136070854,urn:nbn:se:bth-23574,,,Continuous Integration;Continuous Delivery;Continuous Software Engineering;Cost-benefit analysis,Programvaruteknik (10205),,,<p>open access</p>,"<p>Context: Software companies must become better at delivering software to remain relevant in the market. Continuous integration and delivery practices promise to streamline software deliveries to end-users by implementing an automated software development and delivery pipeline. However, implementing or retrofitting an organization with such a pipeline is a substantial investment, while the reporting on benefits and their relevance in specific contexts/domains are vague. Aim: In this study, we explore continuous software engineering practices from an investment-benefit perspective. We identify what benefits can be attained by adopting continuous practices, what the associated investments and risks are, and analyze what parameters determine their relevance. Method: We perform a multiple case study to understand state-of-practice, organizational aims, and challenges in adopting continuous software engineering practices. We compare state-of-practice with state-of-the-art to validate the best practices and identify relevant gaps for further investigation. Results: We found that companies start the CI/CD adoption by automating and streamlining the internal development process with clear and immediate benefits. However, upgrading customers to continuous deliveries is a major obstacle due to existing agreements and customer push-back. Renegotiating existing agreements comes with a risk of losing customers and disrupting the whole organization. Conclusions: We conclude that the benefits of CI/CD are overstated in literature without considering the contextual and domain complexities rendering some benefits infeasible. We identify the need to understand the customer and organizational perspectives further and understand the contextual requirements towards the CI/CD.</p>",,,,,,,,,,,,,2022-08-30,2022-08-30,2022-09-15,https://bth.diva-portal.org/smash/get/diva2:1691652/FULLTEXT01.pdf,KK-stiftelsen [20180010],4,,deprecated,,,,,157,true,true,,
1755149,"Klotins, Eriks [ekx] [0000-0002-1987-2234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Gorschek, Tony [tgo] [0000-0002-3646-235x] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Wilson, Magnus (Ericsson AB, Sweden)",Continuous Software Engineering : Introducing an Industry Readiness Model,Artikel i tidskrift,Refereegranskat,eng,IEEE Software,0740-7459,1937-4194,published,40,4,,77,87,2023,,,,IEEE Computer Society,,,,,,,10.1109/MS.2023.3263190,1032645500012,,2-s2.0-85153369631,urn:nbn:se:bth-24486,,,Automation;Companies;Investment;Pipelines;Software;Software engineering;Testing;Public relations;Software testing;Back office;Continuous software engineerings;Customer relationships;Engineering practices;Manufacturing process;Product manufacturing;Readiness models;Relationship model;Software organization,Programvaruteknik (10205),,,,"<p>Software is becoming essential for most products, manufacturing processes, and back-office functions. The speed of delivering new features and refining the product is critical to remaining competitive. Software organizations may adopt continuous engineering practices to become more efficient. However, retrofitting an organization with a pipeline is challenging. Importantly, the most significant challenges and opportunities, are related to, but stem from outside the engineering realm and require rethinking customer relationships and business models. This paper presents a hierarchy of continuous engineering benefits and challenges. It is aimed to guide the adoption of continuous practices in an organization to determine the current and target level of adoption, given organizational context, ambitions, and domain constraints. IEEE</p>",,,,,,,,,,,,,2023-05-05,2023-05-05,2023-08-11,,,3,,deprecated,,,,,,true,,,
1698304,"Klotins, Eriks [ekx] [0000-0002-1987-2234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Peretz-Andersson, Einav (Jonkoping University, SWE)",The unified perspective of digital transformation and continuous software engineering,Konferensbidrag,Refereegranskat,eng,,,,,,,5TH INTERNATIONAL WORKSHOP ON SOFTWARE-INTENSIVE BUSINESS : TOWARDS SUSTAINABLE SOFTWARE BUSINESS (IWSIB 2022),75,82,2022,,,,IEEE,,,,,,,10.1145/3524614.3528626,852880900011,,,urn:nbn:se:bth-23686,,,,Programvaruteknik (10205),,,,"<p>Software is a key component of most products, services, industrial processes, and back-office functions. Thus, companies may gain an advantage by establishing fast feedback cycles to improve their software. Continuous software engineering (CI/CD) is being primarily studied as an engineering topic. However, the rest of the organization needs to align and be prepared to utilize the benefits of CI/CD. In this paper, we explore the overlap between CI/CD and digital transformation (DT). We study literature in both areas to develop a map of conditions, mechanisms, and outcomes. As a result, we present a unified perspective of CI/CD and DT. We found that CI/CD can be seen as an implementation of DT in a software organization. DT perspective can help to guide the adoption of CI/CD from an organizational perspective.</p>",,,,,,,,,,,,,2022-09-23,2022-09-23,2022-09-23,,KK-stiftelsen [20180010],2,,deprecated,,publishedPaper,"5th International Workshop on Software-Intensive Business - Towards Sustainable Software Business (IWSiB), MAY 18, 2022, Pittsburgh, PA",,,true,,,
1774955,"Klotins, Eriks [ekx] [0000-0002-1987-2234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Talbert-Goldstein, Elliot (University of Maryland, United States)",Organizational Conflicts in the Adoption of Continuous Software Engineering,Konferensbidrag,Refereegranskat,eng,,,,,475,,Agile Processes in Software Engineering and Extreme Programming,149,164,2023,,,,Springer Science+Business Media B.V.,Lecture Notes in Business Information Processing ; 475,1865-1348,1865-1356,9783031339752,,,10.1007/978-3-031-33976-9_10,1267753700010,,2-s2.0-85161165888,urn:nbn:se:bth-24976,,,Change management;Continuous Software Engineering;Organizational conflicts;Human resource management;Software engineering;Competitive advantage;Continuous integrations;Continuous software engineerings;Critical component;Engineering teams;Organizational conflict;Organizational cultures;Recent trends;Software release;Competition,Programvaruteknik (10205),,,,"<p>Software is a critical component of nearly every product or service. Improvements in software can lead to substantial competitive advantages. At the same time, software and surrounding engineering teams have become increasingly complex. The adoption of continuous integration and delivery is a recent trend to radically improve software release speed. However, its adoption is far from straightforward. Specifically, rethinking processes, organizational culture, ways of working, and business models require buy-in from diverse stakeholders that may have conflicting objectives. Such situations are explored by organizational conflict research. This paper reports on early lessons from an ongoing research project in continuous software engineering, specifically investigating adoption challenges from an organizational conflict perspective. We identify catalysts, symptoms, and outcomes of organizational conflicts hindering the adoption process. We conclude that predictable conflicts emerge when adopting continuous engineering. Engineers, managers, and other teams can proactively prepare for and allocate resources to resolve them. Proper analysis and management can help avoid wasted time, impeding processes, and frustration. © 2023, The Author(s).</p>",,,,,,,,,,,,,2023-06-26,2023-06-26,2024-09-16,https://bth.diva-portal.org/smash/get/diva2:1774955/FULLTEXT01.pdf,,2,,deprecated,,publishedPaper,"24th International Conference on Agile Software Development, XP 2023, Amsterdam, 13 June through 16 June 2023",,,true,true,,
1556503,"Klotins, Eriks [ekx] [0000-0002-1987-2234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] [0000-0003-4118-0952] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Chatzipetrou, Panagiota (Örebro University School of Business, SWE);Gorschek, Tony [tgo] [0000-0002-3646-235x] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Prikladnicki, Rafæl (Pontifical Catholic University of Rio Grande do Sul, BRA);Tripathi, Nirnaya (University of Oulu, FIN);Pompermaier, Leandro Bento (Pontifical Catholic University of Rio Grande do Sul, BRA)",Use of agile practices in start-up companies,Artikel i tidskrift,Refereegranskat,eng,e-Informatica Software Engineering Journal,1897-7979,2084-4840,published,15,1,,47,64,2021,,,,Wrocław University of Science and Technology,,,,,,,10.37190/e-Inf210103,657427800001,,2-s2.0-85105243886,urn:nbn:se:bth-21419,,,Agile practices;Start-up companies;Computer science;Construction;Engineering;Software engineering;Code re-factoring;Engineering practices;Innovative software products;Resource utilizations;Team performance;Version control;Quality control,Programvaruteknik (10205),,,<p>open access</p>,"<p>Context Software start-ups have shown their ability to develop and launch innovative software products and services. Small, motivated teams and uncertain project scope makes start-ups good candidates for adopting Agile practices. Objective We explore how start-ups use Agile practices and what effects can be associated with the use of those practices. Method We use a case survey to analyze 84 start-up cases and 56 Agile practices. We apply statistical methods to test for statistically significant associations between the use of Agile practices, team, and product factors. Results Our results suggest that development of the backlog, use of version control, code refactoring, and development of user stories are the most frequently reported practices. We identify 22 associations between the use of Agile practices, team, and product factors. The use of Agile practices is associated with effects on source code and overall product quality. A teams’ positive or negative attitude towards best engineering practices is a significant indicator for either adoption or rejection of certain Agile practices. To explore the relationships in our findings, we set forth a number of propositions that can be investigated in future research. Conclusions We conclude that start-ups use Agile practices, however without following any specific methodology. We identify the opportunity for more fine-grained studies into the adoption and effects of individual Agile practices. Start-up practitioners could benefit from Agile practices in terms of better overall quality, tighter control over team performance, and resource utilization. © 2021 Wroclaw University of Science and Technology. All rights reserved.</p>",,,,,,,,,,,,,2021-05-21,2021-05-21,2021-06-28,https://bth.diva-portal.org/smash/get/diva2:1556503/FULLTEXT01.pdf,,7,,deprecated,,,,,,true,true,,
1294418,"Klotins, Eriks [ekx] [0000-0002-1987-2234] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Unterkalmsteiner, Michael [mun] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Chatzipetrou, Panagiota [pac] [0000-0002-0311-1502] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Gorschek, Tony [tgo] (Blekinge Tekniska Högskola [16500], Fakulteten för datavetenskaper [16801], Institutionen för programvaruteknik [16805]);Prikladniki, Rafael (Pontificia Universidade Catolica do Rio Grande do Sul, BRA);Tripathi, Nirnaya (Oulun Yliopisto, FIN);Pompermaier, Leandro Bento (Pontificia Universidade Catolica do Rio Grande do Sul, BRA)","A progression model of software engineering goals, challenges, and practices in start-ups",Artikel i tidskrift,Refereegranskat,eng,IEEE Transactions on Software Engineering,0098-5589,1939-3520,published,47,3,,498,521,2021,,,,Institute of Electrical and Electronics Engineers Inc.,,,,,,,10.1109/TSE.2019.2900213,631200300004,,2-s2.0-85061979918,urn:nbn:se:bth-17706,,,Analytical models;Companies;Market opportunities;progression model;Requirements engineering;Software;Software engineering;software engineering practices;software start-up;Computer software;Industry,Programvaruteknik (10205),,,,"<p>Context: Software start-ups are emerging as suppliers of innovation and software-intensive products. However, traditional software engineering practices are not evaluated in the context, nor adopted to goals and challenges of start-ups. As a result, there is insufficient support for software engineering in the start-up context. IEEE</p>",,,,,,,,,,,,,2019-03-07,2019-03-07,2024-12-30,,,7,,deprecated,urn:nbn:se:bth-18694,,,,,true,,,
